下午3:59 - 2017年11月30日," What are the SDGs? Well.... @UNACanada #TeachSDGspic.twitter.com/iZApa7Ir8g "
下午3:52 - 2017年11月23日," Congratulations to Pavan Sukdev for his new appointment @WWF - committed to building a resilient future and achieving the SDGs https://youtu.be/3jJ6U44pVNQ?https://twitter.com/WWF/status/932764972077191168?? "
下午3:51 - 2017年11月23日," #Reading: How Healthy Oceans are The Cornerstone for A Sustainable Future https://buff.ly/2A2Uwfw? @andersen_inger @IUCN #SaveOurOcean #SDGs pic.twitter.com/cd2XDfXMEi "
下午3:49 - 2017年11月23日," Leveraging impact investing to achieve the SDGs http://bit.ly/2AiefLf? #impinv #socent #investingpic.twitter.com/6kopn4NSTB "
下午3:46 - 2017年11月23日," We'll watch closely if @EU_Commission really puts a coherent #food+#farming policy on the table to succeed as #futureofCAP that is worth all the money put into it! #CAPcheck #PolicyCoherence #LivingLand #EUBudget #SDGs #FutureofEuropehttps://twitter.com/EUAgri/status/933817807472594944?? "
下午3:44 - 2017年11月23日," ?Uncommon collaboration is critical. This means not just working with governments and NGO?s, but within our own industry and with competitors to enable change to happen? #GlobalGoals #SDGs https://twitter.com/csr360gpn/status/933731960618446848?? "
下午3:35 - 2017年11月23日," Schools are introducing ?Share Tables? to feed hungry students and help reduce #FoodWaste http://ow.ly/kGyy30gMyJz? #SDGs #SDG2pic.twitter.com/1PxmcW8ZIY "
下午3:34 - 2017年11月23日," #LocalGovernment has a huge role to play in achieving #2030Agenda #SDGs. It needs to be empowered to act, to be inclusive & responsive, to have zero tolerance of corruption, plan for sustainability, & innovate in financing. My speech in #Malta @CLGF_News http://www.clgf.org.uk/whats-new/news/keynote-speech-from-rt-hon-helen-clark/??pic.twitter.com/GjLABSk01d "
下午3:30 - 2017年11月23日," Love this concept! Congrats #SDGs "
下午3:26 - 2017年11月23日," Thank you and others adding expertise on Global Warming to our knowledge in http://OurRevolution.com? I'm referring to yr Nov16 email.We as a group need to join The Sustainable Development Solutions Network of the United Nations;We DO the SDGs;Lets help Bernie be readyto lead https://twitter.com/JeffMerkley/status/933828589019127813?? "
下午3:15 - 2017年11月23日," Worked on SDGs over the weekend and I feel great. This people should make me Ambassador already "
下午3:12 - 2017年11月23日," Birth place of #agrikua!  Wonderful prof of how passionate #youth can start a #movement of positive change. We #belive in #WalkTheTalk #agvocate #ZeroHunger #togeter for #SDGs https://twitter.com/YouthAgSummit/status/933660140758355969?? "
下午3:09 - 2017年11月23日," Blockchain will revolutionize how we run the world https://futurism.com/blockchain-is-set-to-make-the-world-better/?? via @Futurism #blockchain #UN #SDGs #distributedledger "
下午3:05 - 2017年11月23日," Over 330,000 new #jobs to be on offer in #India?s #renewable #energy sector http://ow.ly/kYSU30gMjy9? #SDG7 #SDGs #globalgoals #endenergypovertyfaster #solar #climate @WorldResourcespic.twitter.com/26ITGEYyt2 "
下午3:00 - 2017年11月23日," From @IISD_SDGs - FAO has launched products to help develop climate-smart agriculture. See more here: https://buff.ly/2BduS7U? #climatechange #agriculturepic.twitter.com/71y3EVtCo0 "
下午2:55 - 2017年11月23日," Mitigation Update: Progress on Shipping Emissions, HFC Quotas, and Clean Energy in Samoa #SDG13 #SDG7 @HSBC @IMOHQ #Ozonehttp://sdg.iisd.org/news/mitigation-update-progress-on-shipping-emissions-hfc-quotas-and-clean-energy-in-samoa/?? "
下午2:44 - 2017年11月23日," Workshop: Implementing and Monitoring the Sustainable Development Goals in the #Caribbean: The Role of the #Ocean | Jan 17-19 in St. Vincent & Grenadines | Register via @GSTSNET http://www.gstss.org/2018_Ocean_SDGs/Participate.php?? #SDGs "
下午2:40 - 2017年11月23日," @_EYFA_  Amen to this, I support this statement 100% #NoMoreWar #Peace through development. #SDGs https://twitter.com/_EYFA_/status/933647574447386625?? "
下午2:37 - 2017年11月23日," Thanks to @OECDdev for this very fine overview of how we with @worldsbestnews are working to create hope for change.  Danish ?World?s Best News?, a platform to follow the progress on SDGs. https://sdg-communicator.org/2017/10/02/danish-worlds-best-news-a-platform-to-follow-the-progress-on-sdgs/?? via @wordpressdotcom "
下午2:26 - 2017年11月23日," I have just bought my first Flow portable #airpollution measurement device to fight for #CleanAirTogether with @Plume_Labs @42born2code #SDGs #SDG3 #SDG11 #Cleantech #CleanAir #HumanRights #ClimateAction #AirReport #AirPollution #Healthhttps://plumelabs.com/en/? "
下午2:25 - 2017年11月23日," Canada and the Sustainable Development Goals. What is the role of community-based innovation in a rapidly changing world? http://ow.ly/uEw230gCYkk?  via @SSIReview #SDGs "
下午2:21 - 2017年11月23日," Subnational Leaders Adopt ?Bonn-Fiji Commitment? on #climateaction #SDG11 #SDG13 #COP23http://sdg.iisd.org/news/subnational-leaders-adopt-bonn-fiji-commitment-on-climate-action/?? "
下午2:15 - 2017年11月23日," wbcsd: RT fveglio: Thank you EPOA_EU for opportunity to share wbcsd views on business implications of #SDGs agenda at today?s #EPOC2017 in the Solvay Library in Brussels. Interesting to hear the viewpoints on challenges & opportunities around sustainable?pic.twitter.com/rbATpJ9k2E "
下午2:14 - 2017年11月23日," Thank you @EPOA_EU for opportunity to share @wbcsd views on business implications of #SDGs agenda at today?s #EPOC2017 in the Solvay Library in Brussels. Interesting to hear the viewpoints on challenges & opportunities around sustainable palm oil productionpic.twitter.com/RSjwjICyvp "
下午2:14 - 2017年11月23日," I believe no. 17 'partnership for the goals' is the most important of the SDGs as it is the one that provides the glue to see the success for all the others. It is crucial that positive partnerships are formed globally in order to help save our planet! #CANYouth4SDGspic.twitter.com/WZcFyx2yDH "
下午2:08 - 2017年11月23日," Infant feeding has a significant environmental impact #carbonfootprint #waterfootprint #sustainablefood #SDGs #GlobalGoals#bfconf @babyfriendly ?https://ukbreastfeedingtrends.files.wordpress.com/2017/03/wbti-uk-report-2016-part-1-14-2-17.pdf??pic.twitter.com/Wg5qPm7AiS "
下午2:05 - 2017年11月23日," Multi Cultural team playing for each other Great coach w vision and courage. Systems thinking & Role model f 2030 Agenda w SDGs "
下午1:58 - 2017年11月23日," IEA World Energy Outlook 2017 Introduces Sustainable Development Scenario #SDG7 #SDG13 #SDGs #energy #WEO2017http://sdg.iisd.org/news/iea-world-energy-outlook-2017-introduces-sustainable-development-scenario/?? "
下午1:52 - 2017年11月23日," Innovation for achieving #SDGs https://medium.com/@UNDPasiapac/artificial-intelligence-and-other-conversations-for-a-more-promising-future-e5a1d839c3c9?? "
下午1:51 - 2017年11月23日," #act4climate #HappyThanksgiving2017 it is my gift to the all of those whom seeking #globalgoals such as #SDGs #greenGrowthUg #greenpeace alipic.twitter.com/fSXSI5TEtD "
下午1:45 - 2017年11月23日," First night run in#Albania- Citizens from all segments of society w #Mayor of #Tirana @erionveliaj, UNRC @bjw_williams, Ambassadors, @UN_Albania and @TelekomAlbania staff ran in support of #SDGs #To leave no one behindpic.twitter.com/kORdAiPfiD "
下午1:45 - 2017年11月23日," A video to show your #Thanksgiving guests: @Data2X's @emilycpryor tells @UNDP @UNDP_SDGs #data and information on women & girls is key. Watch: https://youtu.be/oRZPm_B0a5g? #SDGs #genderdata "
下午1:42 - 2017年11月23日," Hundreds  citizens of #Tirana ran for #SDGs tonight #Run4SDGS, with Mayor @erionveliaj @bjw_williams @TelekomAlbania. Thank you to all for supporting such a meaningful cause @UNDPpic.twitter.com/vrFNRYKA5G "
下午1:39 - 2017年11月23日," First night run in#Albania- Citizens from all segments of society w #Mayor of #Tirana @erionveliaj, UNRC @bjw_williams, Ambassadors, @UN_Albania and @TelekomAlbania staff ran in support of #SDGs #To leave no one behindpic.twitter.com/BrsLElAYjU "
下午1:37 - 2017年11月23日," At #COP23 UN Secretary-General Highlights Areas for Greater Ambition #ParisAgreement #climatechange #climateaction #SDG13http://sdg.iisd.org/news/at-cop-23-un-secretary-general-highlights-areas-for-greater-ambition/?? "
下午1:35 - 2017年11月23日," Government affirmation of #offgrid models being a complementary way of viable #electricity provision will be critical to unlocking #market potential. http://ow.ly/EPEV30gMki9? #SDG7 #SDGs #India #globalgoals @IEA @omcpowerpic.twitter.com/FJEnAiAV7A "
下午1:30 - 2017年11月23日," Data gathering, dissemination system pivotal to effective SDGs progress: http://ift.tt/2A3OEox? "
下午1:30 - 2017年11月23日," #GreenFinance is instrumental in creating carbon-reduction strategies, achieving the #SDGs and building a #climateresilient future. http://bit.ly/2mT93aC? via @BRINKAsia "
下午1:29 - 2017年11月23日," Today's discussions focused on SDGs 1 and 5! Great to chat with @CBD_2017 and @intd2001uk and compare targets and indicators #intd200117 "
下午1:29 - 2017年11月23日," How can one choose the most urgent of the SDGs? Every SDG is urgent and each is connected. Leaning toward #6 or #13 because without water, there is no life and without climate action, there will be no resources to sustain life. But to address these, we need #17! #CANYouth4SDGspic.twitter.com/LZFcQtqisW "
下午1:28 - 2017年11月23日," Sunrise Academy needs your help!! https://youtu.be/PtzCjgvq13c? #psychology #health #houston #philanthropy #noew2017 #sdgs #csr #mentalhealth "
下午1:26 - 2017年11月23日," Land Degradation Neutrality is a new paradigm in environmental politics for avoiding, reducing and reversing land degradation in an integrated way... @UNSW @UNSWnews @UNCCD #SDG15 #SDT153 http://sdg.iisd.org/commentary/guest-articles/kill-not-the-goose-that-lays-the-golden-egg-striving-for-land-degradation-neutrality/??pic.twitter.com/4BFDCmczgJ "
下午1:25 - 2017年11月23日," HLDRC has incorporated the #SDGs in their work. #TellTenpic.twitter.com/spXQHZoXLg "
下午1:15 - 2017年11月23日," Lowly Institute report - The Fourth Industrial Revolution and International Migration http://ow.ly/bRSp30gFSyN? #globaldev; #SDGs "
下午1:14 - 2017年11月23日," Assess your organisation against the Sustainable Development Goals   https://hone.typeform.com/to/ie7WZz? #SDGs pic.twitter.com/h53CR855Du "
下午1:10 - 2017年11月23日," #BoP #impinv Unitus Seed Fund mapping to 4 of the UN #SDGs, says it's first fund in India to do so https://www.forbes.com/sites/annefield/2017/09/30/bop-investor-unitus-seed-fund-mapping-its-impact-to-the-uns-sustainable-development-goals/#1fadd5632357?? #socentpic.twitter.com/NLP0yttdHg "
下午1:05 - 2017年11月23日," .@UNESCO Picks Executive Director, Adopts Decisions on Climate, Education #SDG4 #SDG13 #SDG17 #InternationalDayofLighthttp://sdg.iisd.org/news/unesco-picks-executive-director-adopts-decisions-on-climate-education/?? "
下午12:55 - 2017年11月23日," #WIC17 is around the corner. Please don't forget to register at http://www.worldinvestmentconference.org? and join the #FDI experts from all around the world in the discussion of how #sustainable investments and #IPAs as main stakeholder can support #SDGs @WAIPAorg @DubaiFDI "
下午12:54 - 2017年11月23日," How #America Leadership is at Risk - analysis of @JeffDSachs Book https://buff.ly/2Am14sy? #sdgs #Trump #ClimateChangepic.twitter.com/t3KOyWxYwu "
下午12:54 - 2017年11月23日," Action and Financing Commitments Announced at #COP23 #climateaction @UNFCCC #AdaptationFund @HSBC #americaspledge @Walmart #DohaAmendmenthttp://sdg.iisd.org/news/action-and-financing-commitments-announced-at-cop-23/?? "
下午12:30 - 2017年11月23日," #DidYouSee our CEO @terriwills1010 was quoted in @UNFCCC's press release about Human Settlements Day at #COP23? https://buff.ly/2mVVNSM? #greenbuilding #SDGs #climatechange #climateaction #ParisAgreement @UNEP @UNHABITATpic.twitter.com/uyAL5C4hWo "
下午12:12 - 2017年11月23日," How can Science Academies improve the scientific input to global policy making and the UN's SDGs? Opportunity to contribute, closes soon! pic.twitter.com/kGzvTRNZj5 "
下午12:11 - 2017年11月23日," Concept Note Outlines Next Steps in Migration Compact Preparations #UN4RefugeesMigrants #UNGA #SDG10http://sdg.iisd.org/news/concept-note-outlines-next-steps-towards-migration-compact/?? "
下午12:06 - 2017年11月23日," Hundreds  citizens of #Tirana ran for #SDGs tonight #Run4SDGS with Mayor @erionveliaj @bjw_williams @TelekomAlbania. Thank you to all for supporting such a meaningful cause #ACT4SDGspic.twitter.com/sTVCNN9QEM "
下午12:01 - 2017年11月23日," Universal #healthcare safeguards people?s health, as well as financial security. #SDGs http://bit.ly/2wZ92W6? "
上午11:59 - 2017年11月23日," How to Save Our Future Generations in this current scenario by Catherine Pearce   https://buff.ly/2zVdC9H? @Good_Policies #SDGs pic.twitter.com/cOM7g7ZwWB "
上午11:51 - 2017年11月23日," During the #IRLWorkshop2017 , participants will learn cross cutting issues including SDGs,GIS and remote sensing among others @Agevy @kedode "
上午11:50 - 2017年11月23日," Retweeted African Youth SDGs (@youthsdgssummit):  We are thrilled to share the 2017 Summit Communiqu? with you.... http://fb.me/2hjgte5CE? "
上午11:50 - 2017年11月23日," Rwanda, Slovakia Lead Consultations on Peace and Security Reform #SDG16http://sdg.iisd.org/news/rwanda-slovakia-lead-consultations-on-peace-and-security-reform/?? "
上午11:47 - 2017年11月23日," I?m never going to forget the #YouthAgSummit and the amazing opportunity of taking part in the development in #Brussels Looking forward to harness the many possibilities of working together with these awesome people I learned to know. #agvocate for a better tomorrow #SDGs https://twitter.com/youthagsummit/status/933660140758355969?? "
上午11:45 - 2017年11月23日," SUSTAINABLE LIVING FILM FESTIVAL 2017.In 10 Cities in its 10th Year, between November 22-26 http://www.surdurulebiliryasamfilmfestivali.org/2017-filmler? http://www.surdurulebiliryasamfilmfestivali.org/wp-content/uploads/2016/10/SYFFistanbulinsertBASKI.pdf?? @SYKolektifi #SYFF2017 #SDGs "
